Id,Identifier,Brand,Name,Model,Alias,Announced,Year,Body type,Resolution,Max resolution,Other resolutions,Image ratio (w:h),Effective pixels (MP),Mp Total,Crop Factor,Pixel Pitch,Sensor name,Sensor size (mm),Sensor photo detectors (MP),Sensor Height,Sensor Width,Sensor type,Processor,ISO,Boosted ISO (min),Boosted ISO (max),Custom white balance,White balance presets,Custom white balance slots,Image stabilization,Uncompressed format,JPEG quality levels,Autofocus,Digital zoom,Manual focus,Number of focus points,Lens mount,Focal length multiplier,Articulated LCD,Screen size (Zoll),Screen Resolution,Touch screen,Screen type,Live view,Viewfinder type,Viewfinder coverage,Viewfinder magnification,Minimum shutter speed (sec),Maximum shutter speed (sec),Aperture priority,Shutter priority,Min Shutter Speed,Max Shutter Speed,Manual exposure mode,Subject / scene modes,Built-in flash,External flash,Flash modes,Continuous drive (fps),Self-timer,Metering modes,Exposure compensation,AE Bracketing,WB Bracketing,Microphone,Storage types,Storage included,USB,HDMI,Video,Max Video Resolution,Wireless,Remote control,Environmentally sealed,Battery,Battery description,Battery Life (CIPA),Weight in gram (inc. batteries),Dimensions,Orientation sensor,Timelapse recording,GPS,Wikipedia Link,ImageUrl
Q2827551,nikon_d5200,Nikon,Nikon D5200,D5200,,2012-11-06T00:00:00Z,2012,Compact SLR,6000 x 4000,6000 x 4000,"4496 x 3000, 2992 x 2000","0,126388889",24,24.71,19360,42981,APS-C ,23.5 x 15.6,25,15.60,23.50,CMOS,Expeed 3,"Auto, 100 - 6400 (25600 with boost)",,25600,Yes ,12,5,No,RAW,"Fine, Normal, Basic",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointTrackingSingleContinuousFace DetectionLive View,No,Yes,39,Nikon F,42856,Fully articulated,3,921000,No,TFT LCD monitor,Yes,Optical (pentamirror),"0,95",0.78,30,767011,Yes,Yes,30,767011,Yes,Yes,Yes,Yes (Hot-shoe),"Auto, On, Off, Red-eye, Slow sync, Rear curtain",5,"Yes (2, 5, 10 or 20 sec)",,"±5 (at 1/3 EV, 1/2 EV steps)","±2 (3 frames at 1/3 EV, 1/2 EV steps)",Yes (3 frames in either blue/amber or magenta/green axis),Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,Yes,1920x1080 (60i/50i/30p/25p/24p),No,Yes (Optional ML-L3 or WR-R10),No,Battery Pack,Lithium-Ion  EN-EL14 rechargeable battery & charger,0,555,129 x 98 x 78,Yes,Yes,Optional,https://en.wikipedia.org/wiki/Nikon_D5200,https://upload.wikimedia.org/wikipedia/commons/5/54/Nikon_D5200_01.jpg
Q28451169,leica_m10,Leica,Leica M10,M10,,2017-01-18T00:00:00Z,2017,Rangefinder-style mirrorless,,5952 x 3992,"5952 x 3968 (JPEG, 24MP), 4256 x 2932 (12MP), 2976 x 1984 (6MP)","0,126388889",24,,,,Full frame ,35.8 x 23.9,0,,,CMOS,Maestro II,"Auto, 100-50000",,0,Yes,8,0,No,RAW,,,,Yes,0,Leica M,1,Fixed,3,1036800,No,TFT LCD,Yes,Optical (rangefinder),1,0.73,8,767011,Yes,Yes,,,Yes,No,No,Yes,,5,Yes (2 or 12 secs),"Multi, Center-weighted, Spot",±3 (at 1/3 EV steps),"±3 (3, 5 frames at 1/3 EV, 2/3 EV, 1 EV, 2 EV steps)",,None,SD/SDHC/SDXC,,,No,,,,Yes (via cable trigger),,Battery Pack,BP-SCL5 lithium-ion battery & charger,210,660,139 x 39 x 80,Yes,Yes,Optional,https://en.wikipedia.org/wiki/Leica_M10,
leica_m10(typ3656),leica_m10(typ3656),Leica,Leica M10 (Typ 3656),M10 (Typ 3656),,,2017,,5952 x 3968,,,,24,0,1,6,,36 x 24 mm,,24.00,36.00,CMOS,,"Auto, 100-50000",,,,8,,,,,,,Yes,,,,,3,"1,036,800",,,,Optical (rangefinder),,,,,Yes,Yes,125,767011,,,No,Yes,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,,No,No,,Yes,,,Lithium-ion rechargeable battery,,,660,139 x 38.5 x 80,,,No,,
Q28454844,fujifilm_xt20,Fujifilm,Fujifilm X-T20,X-T20,,2017-01-19T00:00:00Z,2017,SLR-style mirrorless,,6000 x 4000,,"1:1, 3:2, 16:9",24,,,,APS-C ,23.6 x 15.6,0,,,CMOS,X-Processor Pro2,"Auto, 200-12800 (expands to 100-51200)",100,51200,Yes,7,0,No,RAW,,Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,325,Fujifilm X,42856,Tilting,3,920000,Yes,TFT LCD (RGBW),Yes,Electronic,1,0.62,30,767011,Yes,Yes,,,Yes,,Yes,Yes (via hot shoe or wireless),"Auto, forced flash, slow synchro, flash off, rear-curtain synchro, commander",8,Yes (10sec. / 2sec. Delay),"Multi, Center-weighted, Average, Spot",±3 (at 1/3 EV steps),"(3 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (+/- 1 to +/- 3),Stereo,SD / SDHC / SDXC (UHS-I compatible),,USB 2.0,Yes,,,,"Yes (via smartphone, cable release)",No,Battery Pack,NP-W126s lithium-ion battery,350,383,118 x 83 x 41,Yes,"Yes (Setting: Interval, Number of shots, Starting time)",Optional,https://en.wikipedia.org/wiki/Fujifilm_X-T20,
Q28454844,fujifilm_x-t20,Fujifilm,Fujifilm X-T20,X-T20,,,2017,,6000 x 4000,,,,24.3,0,19360,42981,,23.6 x 15.6 mm,,15.60,23.60,CMOS,,"Auto, 200-12800 (extends to 100-51200)",,,,7,,,,,,,Yes,,,,,3,"1,040,000",,,,Electronic,,,,,Yes,Yes,30,1/32000,,,Yes,Yes,,,,,5 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,3840x2160 (30p/25p/24p),Yes,,,NP-W126S lithium-ion battery,,,383,118.4 x 82.8 x 41.4,,,No,https://en.wikipedia.org/wiki/Fujifilm_X-T20,
hasselblad_x1d,hasselblad_x1d,Hasselblad,Hasselblad X1D,X1D,,2016-06-22T00:00:00Z,2016,Rangefinder-style mirrorless,,8272 x 6200,,"0,042412037",51,,,,Medium format ,44 x 33,53,,,CMOS,,,,0,Yes,0,0,No,RAW,,Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,0,Hasselblad X,0.79,Fixed,3,920000,Yes,TFT LCD,Yes,Electronic,1,0,68,36526,Yes,Yes,,,Yes,,No,Yes (Nikon compatible),,42796,Yes,"Multi, Center-weighted, Spot",,,,Stereo,Dual SD/SDHC/SDXC slots,,USB 3.0,Yes,,,,,Yes,Battery Pack,3200 mAh li-ion battery,0,725,150 x 98 x 71,Yes,,Built-in,,
Q28456857,panasonic_dcgh5,Panasonic,Panasonic Lumix DC-GH5,Lumix DC-GH5,,2017-01-04T00:00:00Z,2017,SLR-style mirrorless,,5184 x 3888,,"1:1, 4:3, 3:2, 16:9",20,,,,Four Thirds ,17.3 x 13,22,,,CMOS,Venus Engine,"Auto, 200-25600 (expands to 100-25600)",100,0,Yes ,5,4,Sensor-shift,RAW,"Fine, standard",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,"Yes (2x, 4x)",Yes,225,Micro Four Thirds,2,Fully articulated,42769,1620000,Yes,TFT LCD,Yes,Electronic,1,0.76,60,2227981,Yes,Yes,,,Yes,No,No,Yes (via hot shoe or flash sync port),"Auto, Auto/Redeye Reduction, Forced On, Forced On w/Redeye Reduction, Slow Sync, Slow Sync w/Redeye Reduction, Forced Off",12,Yes (2 or 10 secs; 10 secs w/3 shots),,±5 (at 1/3 EV steps),"±3 (3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes,Stereo,Dual SD/SDHC/SDXC (UHS-II compatible),,USB 3.1 Gen 1,Yes ),,,,Yes (via cable release or smartphone),Yes,Battery Pack,DMW-BLF19 lithium-ion battery & charger,410,725,139 x 98 x 87,Yes,,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-GH5,https://upload.wikimedia.org/wikipedia/commons/b/b6/Panasonic.Lumix.DC-GH5.jpg
panasonic_dcgx850,panasonic_dcgx850,Panasonic,Panasonic Lumix DC-GX850,Lumix DC-GX850,"Lumix DC-GX800, Lumix DC-GF9",2017-01-04T00:00:00Z,2017,Rangefinder-style mirrorless,,4592 x 3448,,"1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,Venus Engine,"Auto, 200-25600 (extends down to 100)",100,0,Yes ,5,4,No,RAW,"Fine, standard",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,"Yes (2x, 4x)",Yes,49,Micro Four Thirds,2,Tilting,3,1040000,Yes,TFT LCD,Yes,None,,0,60,1/500,Yes,Yes,,,Yes,Yes,Yes,No,"Auto, auto w/redeye reduction, on, on w/redeye reduction, slow sync, slow sync w/redeye reduction",10,"Yes (2, 10 sec, 3 images/10 sec)",,±5 (at 1/3 EV steps),"±3 (3, 5, 7 frames at 1/3 EV, 1/2 EV, 1 EV steps)",Yes,Stereo,microSD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (via smartphone),No,Battery Pack,DMW-BLH7,210,269,107 x 65 x 33,Yes,Yes,No,,
Q28456857,panasonic_lumixdc-gh5,Panasonic,Panasonic Lumix DC-GH5,Lumix DC-GH5,,,2017,,5184 x 3888,,,,20.3,21.77,2,12114,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200-25600 (extends to 100)",,,,5,,,,,,,Yes,,,,,42769,"1,620,000",,,,Electronic,,,,,Yes,Yes,60,2227981,,,No,Yes,,,,,5 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 3.0 ,Yes,Yes,4096x2160 (24p),Yes,,,Li-ion Battery Pack,,,725,138.5 x 98.1 x 87.4,,,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-GH5,https://upload.wikimedia.org/wikipedia/commons/b/b6/Panasonic.Lumix.DC-GH5.jpg
panasonic_lumixdc-gx800,panasonic_lumixdc-gx800,Panasonic,Panasonic Lumix DC-GX800,Lumix DC-GX800,,,2017,,4592 x 3448,,,,16,16.84,2,27454,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200-25600 (extends to 100)",,,,5,,,,,,,Yes,,,,,3,"1,040,000",,,,None,,,,,Yes,Yes,60,1/16000,,,Yes,No,,,,,5 EV (in 1/3 EV steps),,,,microSD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,3840x2160 (30p/24p),Yes,,,Rechargeable Lithium-ion battery pack,,,269,106.5 x 64.6 x 33.3,,,No,,
panasonic_lumixdc-gx850,panasonic_lumixdc-gx850,Panasonic,Panasonic Lumix DC-GX850,Lumix DC-GX850,,,2017,,4592 x 3448,,,,16,16.84,2,27454,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200-25600 (extends to 100)",,,,5,,,,,,,Yes,,,,,3,"1,040,000",,,,None,,,,,Yes,Yes,60,1/16000,,,Yes,No,,,,,5 EV (in 1/3 EV steps),,,,microSD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,3840x2160 (30p/24p),Yes,,,Rechargeable Lithium-ion battery pack,,,269,106.5 x 64.6 x 33.3,,,No,,
panasonic_lumixdmc-fh4,panasonic_lumixdmc-fh4,Panasonic,Panasonic Lumix DMC-FH4,Lumix DMC-FH4,,,2012,,4320 x 3240,,,,43022,0,25324,42826,,"1/2.33"" (~ 6.08 x 4.56 mm)",,20546,42953,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GH4,
Q28790002,canon_eos77d,Canon,Canon EOS 77D,EOS 77D / EOS 9000D,EOS 9000D,2017-02-15T00:00:00Z,2017,Mid-size SLR,6000 x 4000,6000 x 4000,,"1:1, 4:3, 3:2, 16:9",24,25.8,22282,42919,APS-C ,22.3 x 14.9,26,14.90,22.30,CMOS,DIGIC 7,"Auto, 100-25600 (expands to 51200)",,51200,Yes,6,0,No,RAW,"Fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,No,Yes,45,Canon EF/EF-S,42887,Fully articulated,3,1040000,Yes,TFT LCD,Yes,Optical (pentamirror),"0,95",0.82,30,767011,Yes,Yes,30,767011,Yes,Yes,Yes,Yes (via hot shoe),,6,Yes (2 or 10 sec),"Multi, Average, Spot, Partial","±5 (at 1/3 EV, 1/2 EV steps)","±3 (3 frames at 1/3 EV, 1/2 EV steps)",,Stereo,SD/SDHC/SDXC (UHS-I compatible),,USB 2.0,Yes,Yes,1920x1080 (60p/50p/30p/25p/24p),Yes,Yes (via smartphone or Bluetooth remote),No,Battery Pack,LP-E17 lithium-ion battery & charger,600,540,131 x 100 x 76,Yes,Yes,Optional,https://en.wikipedia.org/wiki/Canon_EOS_77D,
Q28790002,canon_eos9000d,Canon,Canon EOS 77D,EOS 9000D,,,2017,,6000 x 4000,,,,24.2,25.8,22282,42919,,22.3 x 14.9 mm,,14.90,22.30,CMOS,,"Auto, 100-25600 (expandable to 51200)",,,,6,,,,,,,Yes,,,,,3,"1,040,000",,,,Optical (pentamirror),,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,"Multi, Center-weighted, Spot, Partial","5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (60p/50p/30p/25p/24p),Yes,,,LP-E17 lithium-ion battery,,,540,131 x 99.9 x 76.2,,,No,https://en.wikipedia.org/wiki/Canon_EOS_1000D,
Q28790013,canon_eos800d,Canon,Canon EOS 800D,EOS Rebel T7i / EOS 800D / Kiss X9i,"EOS 800D, Kiss X9i",2017-02-15T00:00:00Z,2017,Mid-size SLR,6000 x 4000,6000 x 4000,,"1:1, 4:3, 3:2, 16:9",24,25.8,22282,42919,APS-C ,22.3 x 14.9,26,14.90,22.30,CMOS,DIGIC 7,"Auto, 100-25600 (expands to 51200)",,51200,Yes,6,0,No,RAW,"Fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,No,Yes,45,Canon EF/EF-S,42887,Fully articulated,3,1040000,Yes,TFT LCD,Yes,Optical (pentamirror),"0,95",0.82,30,767011,Yes,Yes,30,767011,Yes,Yes,Yes,Yes (via hot shoe),,6,Yes (2 or 10 sec),"Multi, Average, Spot, Partial","±5 (at 1/3 EV, 1/2 EV steps)","±3 (3 frames at 1/3 EV, 1/2 EV steps)",,Stereo,SD/SDHC/SDXC (UHS-I compatible),,USB 2.0,Yes,Yes,1920x1080 (60p/30p/24p),Yes,Yes (via smartphone or Bluetooth remote),No,Battery Pack,LP-E17 lithium-ion battery & charger,600,532,131 x 100 x 76,Yes,Yes,Optional,https://en.wikipedia.org/wiki/Canon_EOS_800D,
Q28790013,canon_eoskissx7i,Canon,Canon EOS 800D,EOS Kiss X7i,,,2013,,5184 x 3456,,,,18,18.5,22282,47209,,22.3 x 14.9 mm,,14.90,22.30,CMOS,,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800 (25600 with boost)",,,,6,,,,,,,Yes,,,,,3,"1,040,000",,,,Optical (pentamirror),,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,"Multi, Center-weighted, Spot, Partial","5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (30/25/24),No,,,Lithium-Ion LP-E8 rechargeable battery,,,580,133.1 x 99.8 x 78.8,,,No,https://en.wikipedia.org/wiki/Canon_EOS_Kiss_X7i,
canon_eoskissx80,canon_eoskissx80,Canon,Canon EOS Kiss X80,EOS Kiss X80,,,2016,,5184 x 3456,,,,18,18.7,22282,47209,,22.3 x 14.9 mm,,14.90,22.30,CMOS,,"Auto, 100-6400 (expandable to 12800)",,,,6,,,,,,,Yes,,,,,3,"921,6",,,,Optical (pentamirror),,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,"Multi, Center-weighted, Partial","5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (30p/25p/24p),Yes,,,Lithium-Ion LP-E10 rechargeable battery,,,485,129 x 101.3 x 77.6,,,No,https://en.wikipedia.org/wiki/Canon_EOS_Kiss_X50,
canon_eoskissx8i,canon_eoskissx8i,Canon,Canon EOS Kiss X8i,EOS Kiss X8i,,,2015,,6000 x 4000,,,,24.2,24.7,22282,42919,,22.3 x 14.9 mm,,14.90,22.30,CMOS,,"Auto, 100 - 12800 (expands to 25600)",,,,8,,,,,,,Yes,,,,,3,"1,040,000",,,,Optical (pentamirror),,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,"Multi, Center-weighted, Spot, Partial","5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC (UHS-I),,USB 2.0 ,Yes,Yes,1920x1080 (30p/25p/24p),Yes,,,Battery Pack LP-E8,,,555,131.9 x 100.9 x 77.8,,,No,https://en.wikipedia.org/wiki/Canon_EOS_Kiss_X6i,
Q28790013,canon_eoskissx9i,Canon,Canon EOS 800D,EOS Kiss X9i,,,2017,,6000 x 4000,,,,24.2,25.8,22282,42919,,22.3 x 14.9 mm,,14.90,22.30,CMOS,,"Auto, 100-25600 (expandable to 51200)",,,,6,,,,,,,Yes,,,,,3,"1,040,000",,,,Optical (pentamirror),,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (60p/30p/24p),Yes,,,LP-E17 lithium-ion battery,,,532,131 x 99.9 x 76.2,,,No,https://en.wikipedia.org/wiki/Canon_EOS_Kiss_X6i,
Q28790013,canon_eosrebelt7i,Canon,Canon EOS 800D,EOS Rebel T7i,,,2017,,6000 x 4000,,,,24.2,25.8,22282,42919,,22.3 x 14.9 mm,,14.90,22.30,CMOS,,"Auto, 100-25600 (expandable to 51200)",,,,6,,,,,,,Yes,,,,,3,"1,040,000",,,,Optical (pentamirror),,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV steps)",,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (60p/30p/24p),Yes,,,LP-E17 lithium-ion battery,,,532,131 x 99.9 x 76.2,,,No,https://en.wikipedia.org/wiki/Canon_EOS_Rebel_T2i,
Q28796316,canon_eosm6,Canon,Canon EOS M6,EOS M6,,2017-02-15T00:00:00Z,2017,Rangefinder-style mirrorless,6000 x 4000,6000 x 4000,"3:2 (6000 x 3368, 3984 x 2656, 2976 x 1984, 2400 x 1600), 16:9 (6000 x 3368, 3984 x 2240, 2976 x 1680, 2400 x 1344), 4:3 (5328 x 4000, 3552 x 2664, 2656 x 1992, 2112 x 1600), 1:1 (4000 x 4000, 2656 x 2656, 1984 x 1984, 1600 x 1600)","1:1, 4:3, 3:2, 16:9",24,25.8,22282,42919,APS-C ,22.3 x 14.9,26,14.90,22.30,CMOS,Digic 7,"Auto, 100-25600",,0,Yes,6,0,No,RAW,"Fine, standard",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,49,Canon EF-M,42887,Tilting,3,1040000,Yes,TFT LCD,Yes,Electronic (optional),,0,30,767011,Yes,Yes,30,767011,Yes,,Yes,Yes,,9,"Yes (2 or 10 secs, custom, remote)",,±3 (at 1/3 EV steps),±2 (3 frames at 1/3 EV steps),No,Stereo,SD/SDHC/SDXC card,,USB 2.0,Yes,Yes,1920x1080 (60p/50p/30p/25p/24p),Yes,"Yes (Wired, wireless, or smartphone)",No,Battery Pack,LP-E17 lithium-ion battery & charger,295,343,112 x 68 x 45,Yes,,No,https://en.wikipedia.org/wiki/Canon_EOS_M6,
