Id,Identifier,Brand,Name,Model,Alias,Announced,Year,Body type,Resolution,Max resolution,Other resolutions,Image ratio (w:h),Effective pixels (MP),Mp Total,Crop Factor,Pixel Pitch,Sensor name,Sensor size (mm),Sensor photo detectors (MP),Sensor Height,Sensor Width,Sensor type,Processor,ISO,Boosted ISO (min),Boosted ISO (max),Custom white balance,White balance presets,Custom white balance slots,Image stabilization,Uncompressed format,JPEG quality levels,Autofocus,Digital zoom,Manual focus,Number of focus points,Lens mount,Focal length multiplier,Articulated LCD,Screen size (Zoll),Screen Resolution,Touch screen,Screen type,Live view,Viewfinder type,Viewfinder coverage,Viewfinder magnification,Minimum shutter speed (sec),Maximum shutter speed (sec),Aperture priority,Shutter priority,Min Shutter Speed,Max Shutter Speed,Manual exposure mode,Subject / scene modes,Built-in flash,External flash,Flash modes,Continuous drive (fps),Self-timer,Metering modes,Exposure compensation,AE Bracketing,WB Bracketing,Microphone,Storage types,Storage included,USB,HDMI,Video,Max Video Resolution,Wireless,Remote control,Environmentally sealed,Battery,Battery description,Battery Life (CIPA),Weight in gram (inc. batteries),Dimensions,Orientation sensor,Timelapse recording,GPS,Wikipedia Link,ImageUrl
Q16527311,fujifilm_x-e2,Fujifilm,Fujifilm X-E2,X-E2,,,2013,,4896 x 3264,,,,16.3,16.7,19360,27851,,23.6 x 15.6 mm,,15.60,23.60,CMOS,,"Auto, 200-6400, (100, 12800, 25600 with boost)",,,,7,,,,,,,Yes,,,,,3,"1,040,000",,,,Electronic,,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,NP-W126 Li-ion battery,,,350,129 x 74.9 x 37.2,,,,https://en.wikipedia.org/wiki/Fujifilm_X-E2,https://upload.wikimedia.org/wikipedia/commons/8/8d/Fuji_X-E2.jpg
fujifilm_xe2s,fujifilm_xe2s,Fujifilm,Fujifilm X-E2S,X-E2S,,2016-01-15T00:00:00Z,2016,Rangefinder-style mirrorless,,4896 x 3264,"3:2 (3456 x 2304, 2496 x 1664), 16:9 (4896 x 2760, 2304 x 2304), 1:1 (3264 x 3264, 2304 x 2304, 1664 x 1664)","1:1, 3:2, 16:9",16,,,,APS-C ,23.6 x 15.6,17,,,CMOS,EXR Processor II,"Auto, 200-6400 (expandable to 100-51200)",100,51200,Yes,7,0,No,RAW,"Fine, Normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,77,Fujifilm X,42856,Fixed,3,1040000,No,TFT LCD,Yes,Electronic,1,0,30,1/32000,Yes,Yes,,,Yes,No,Yes,Yes (via hot-shoe),"Auto, On, Off, Red-Eye, Slow Sync, Rear-curtain, Commander",7,"Yes (2 or 10 sec, custom)",,±3 (at 1/3 EV steps),"±3 (at 1/3 EV, 2/3 EV, 1 EV steps)",Yes,Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (Wired or via smartphone),No,Battery Pack,Lithium-Ion NP-W126 rechargeable battery & charger,350,350,129 x 75 x 37,Yes,Yes,No,https://en.wikipedia.org/wiki/Fujifilm_X-E2,
fujifilm_x-e2s,fujifilm_x-e2s,Fujifilm,Fujifilm X-E2S,X-E2S,,,2016,,4896 x 3264,,,,16.3,16.7,19360,27851,,23.6 x 15.6 mm,,15.60,23.60,CMOS,,"Auto, 200-6400 (extendable to 100-51200)",,,,7,,,,,,,Yes,,,,,3,"1,040,000",,,,Electronic,,,,,Yes,Yes,30,1/32000,,,Yes,Yes,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (60p/50p/30p/25p/24p),Yes,,,Lithium-Ion NP-W126 battery ,,,350,129 x 74.9 x 37.2,,,No,https://en.wikipedia.org/wiki/Fujifilm_X-E2,
Q16527313,fujifilm_xm1,Fujifilm,Fujifilm X-M1,X-M1,,2013-06-25T00:00:00Z,2013,Rangefinder-style mirrorless,,4896 x 3264,S: (3:2) 2496 x 1664 / (16:9) 2496 x 1408 / (1:1) 1664 x 1664,"1:1, 3:2, 16:9",16,,,,APS-C ,23.6 x 15.6,17,,,CMOS,EXR Processor II,AUTO / Equivalent to ISO200 - 6400 (Standard Output Sensitivity),100,25600,Yes,7,0,No,RAW,"Fine, Normal",Contrast Detect (sensor)Multi-areaCenterTrackingSingleContinuousFace Detection,,Yes,49,Fujifilm X,42856,Tilting,3,920000,No,TFT LCD,Yes,None,,0,30,767011,Yes,Yes,,,Yes,Yes,Yes,Yes (dedicated TTL Flash compatible),Auto / Forced Flash / Suppressed Flash / Slow Synchro / Rear-curtain Synchro / Commander,42891,Yes (10 sec. / 2 sec.),,±2 (at 1/3 EV steps),"±1 (3 frames at 1/3 EV, 2/3 EV, 1 EV steps)",,Stereo,SD memory card / SDHC memory card / SDXC (UHS-I) memory card,,USB 2.0,Yes,,,,Yes (RR-90 (sold separately)),,Battery Pack,NP-W126 battery and BC-W126 charger,350,330,117 x 67 x 39,Yes,,No,https://en.wikipedia.org/wiki/Fujifilm_X-M1,https://upload.wikimedia.org/wikipedia/commons/3/34/X-M1.jpg
Q16527313,fujifilm_x-m1,Fujifilm,Fujifilm X-M1,X-M1,,,2013,,4896 x 3264,,,,16.3,16.5,19360,27851,,23.6 x 15.6 mm,,15.60,23.60,CMOS,,"Auto, 200 - 6400 (100, 12800, 25600 with boost)",,,,7,,,,,,,Yes,,,,,3,920,,,,None,,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,,2 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,Lithium-Ion NP-W126 rechargeable battery,,,330,116.9 x 66.5 x 39,,,,https://en.wikipedia.org/wiki/Fujifilm_X-M1,https://upload.wikimedia.org/wikipedia/commons/3/34/X-M1.jpg
Q16534791,canon_eos1dmkiin,Canon,Canon EOS-1D Mark II N,EOS-1D Mark II N,,2005-08-22T00:00:00Z,2005,Large SLR,,3504 x 2336,"3104 x 2072, 2544 x 1696, 1728 x 1152","0,126388889",8,,,,APS-H ,28.7 x 19.1,9,,,CMOS,,"100 - 1600 in 1/3 stops, plus 50 and 3200 as options",50,0,Yes,8,0,No,RAW,"Fine, Normal (can have ratios programmed)",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,45,Canon EF,42795,,42857,230000,No,,No,Optical (pentaprism),1,0.72,30,2227981,Yes,Yes,,,,,No,Yes (hot-shoe & sync),External,42863,Yes (2 or 10 sec),,"±3 (at 1/3 EV, 1/2 EV steps)",,,,"Compact Flash (Type I or II), SD card",None,USB 1.0,No,,,,Yes (N3 connector),No,Battery Pack,,0,1565,156 x 158 x 80,Yes,Yes (by cable and PC),,https://en.wikipedia.org/wiki/Canon_EOS-1D_Mark_II,
Q16910924,canon_eos60da,Canon,Canon EOS 60Da,EOS 60Da,,2012-04-07T00:00:00Z,2012,Mid-size SLR,5184 x 3456,5184 x 3456,"5184 x 2912, 4608 x 3456, 3456 x 3456, 3456 x 2304, 3456 x 1944, 3072 x 2304, 2592 x 1456, 2592 x 1728, 2304 x 1728, 2304 x 2304, 1920 x 1280, 1920 x 1080, 1728 x 1728, 1696 x 1280, 1280 x 1280, 720 x 480, 720 x 400, 640 x 480, 480 x 480","1:1, 4:3, 3:2, 16:9",18,19,22282,47209,APS-C ,22.3 x 14.9,19,14.90,22.30,CMOS,Digic 4,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, (12800 with boost)",,12800,Yes,8,0,No,RAW,"Fine, Normal",Contrast Detect (sensor)Phase DetectMulti-areaSelective single-pointSingleContinuousFace DetectionLive View,No,Yes,9,Canon EF/EF-S,42887,Fully articulated,3,1040000,No,Clear View TFT color LCD,Yes,Optical (pentaprism),"0,96",0.95,30,2227981,Yes,Yes,30,2227981,Yes,Yes,Yes,"Yes (Hot-shoe, Wireless plus Sync connector)","Auto, On, Off,  Red-eye",42799,"Yes (2 or 10 sec, remote)",,"±5 (at 1/3 EV, 1/2 EV steps)","±3 (3 frames at 1/3 EV, 1/2 EV steps)",Yes (3 frames in either blue/amber or magenta/green axis),Mono,SD/SDHC/SDXC,None,USB 2.0,Yes,,,,Yes (Optional),Yes (Water and Dust resistant),Battery Pack,Lithium-Ion LP-E6 rechargeable battery & charger,1100,755,145 x 106 x 79,Yes,Yes (by USB cable and PC),No,https://en.wikipedia.org/wiki/Canon_EOS_60D,
Q16963341,sony_a6000,Sony,Sony ILCE camera,Alpha a6000,,2014-02-12T00:00:00Z,2014,Rangefinder-style mirrorless,,6000 x 4000,"6000 x 3376, 4240 x 2832, 4240 x 2400, 3008 x 2000, 3008 x 1688","0,126575926",24,,,,APS-C ,23.5 x 15.6,25,,,CMOS,Bionz X,"Auto, 100-25600 (51200 with Multi-Frame NR)",,0,Yes,10,0,No,RAW,"Extra fine, fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,Yes (2X),Yes,179,Sony E,42856,Tilting,3,921600,No,TFT LCD,Yes,Electronic,1,0.7,30,767011,Yes,Yes,,,Yes,Yes,Yes,Yes (via Multi Interface Shoe),"Flash off, auto, fill-flaw, slow sync, redeye reduction, hi-speed sync, wireless control",11,"Yes (2 or 10 sec, continuous (3-5 shot))",,"±5 (at 1/3 EV, 1/2 EV steps)","±5 (3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)",Yes,Stereo,"SD/ SDHC/SDXC, Memory Stick Pro Duo/ Pro-HG Duo",,USB 2.0,Yes,,,,Yes (wired or PC),No,Battery Pack,NP-FW50 lithium-ion battery and USB charger,360,344,120 x 67 x 45,Yes,,No,https://en.wikipedia.org/wiki/Sony_ILCE_camera,
sony_a6300,sony_a6300,Sony,Sony a6300,Alpha a6300,,2016-02-03T00:00:00Z,2016,Rangefinder-style mirrorless,,6000 x 4000,"3:2 (4240 x 2832, 3008 x 2000), 16:9 (6000 x 3376, 4240 x 2400, 3008 x 1688)","0,126575926",24,,,,APS-C ,23.5 x 15.6,25,,,CMOS,BIONZ X,"Auto, 100-25600, expandable to 51200",,51200,Yes,10,0,No,RAW,"Extra fine, fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,Yes (2x-8x),Yes,425,Sony E,42856,Tilting,3,921600,No,TFT LCD,Yes,Electronic,1,0.7,30,767011,Yes,Yes,,,Yes,Yes,Yes,Yes,"Flash off, Autoflash, Fill-flash, Rear Sync., Slow Sync., Red-eye reduction, Hi-speed sync, Wireless",11,Yes,,"±5 (at 1/3 EV, 1/2 EV steps)","±5 (3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)",Yes,Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (via smartphone),Yes,Battery Pack,NP-FW50 lithium-ion battery & charger,400,404,120 x 67 x 49,Yes,Yes (downloadable app),No,https://en.wikipedia.org/wiki/Sony_%CE%B16300,
sony_a6500,sony_a6500,Sony,Sony a6500,Alpha a6500,,2016-10-06T00:00:00Z,2016,Rangefinder-style mirrorless,,6000 x 4000,,"0,126575926",24,,,,APS-C ,23.5 x 15.6,25,,,CMOS,Bionz X,"Auto, 100-25600 (expandable to 51200)",,51200,,8,0,Sensor-shift,RAW,"Extra fine, fine, standard",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,425,Sony E,42856,Tilting,3,921600,Yes,TFT LCD,Yes,Electronic,1,0.7,30,767011,Yes,Yes,,,Yes,,Yes,Yes (via hot shoe),"Flash off, Autoflash, Fill-flash, Rear Sync., Slow Sync., Red-eye reduction (On/Off selectable), Hi-speed sync, Wireless",11,Yes,"Multi, Center-weighted, Highlight-weighted, Spot","±5 (at 1/3 EV, 1/2 EV steps)","±5 (3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)","Yes (3 frames, H/L selectable)",Stereo,SD/SDHC/SDXC + Memory Stick Pro Duo,,USB 2.0,Yes,,,,Yes (via smartphone),Yes,Battery Pack,NP-FW50,350,453,120 x 67 x 53,Yes,,No,https://en.wikipedia.org/wiki/Sony_%CE%B16500,
Q17049136,panasonic_dmcg6,Panasonic,Panasonic Lumix DMC-G6,Lumix DMC-G6,,2013-04-24T00:00:00Z,2013,SLR-style mirrorless,,4608 x 3456,"4608x3456, 3264x2448, 2336x1752, 4608x3072, 3264x2176, 2336x1560, 4608x2592, 3264x1840, 1920x1080, 3456x3456, 2448x2448, 1744x1744, 1712x1712","1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,18,,,CMOS,,"Auto, 160, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,0,Yes ,5,2,Unknown,RAW,,Contrast Detect (sensor)Multi-areaSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,"No (2x, 4x)",Yes,23,Micro Four Thirds,2,Fully articulated,3,1036000,Yes,TFT Color LCD with wide-viewing angle,Yes,Electronic,1,42826,60,767011,Yes,Yes,,,Yes,Yes,Yes,Yes (Hot-shoe),"Auto, On, Off, Red-Eye, Slow Sync",7,"Yes (2 or 10 sec, 10 sec (3 images))",,±5 (at 1/3 EV steps),"±3 (3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (3 frames in either blue/amber or magenta/green axis),Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,,No,Battery Pack,Lithium-Ion rechargeable battery & charger,340,390,122 x 85 x 71,Yes,,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-G6,
Q17049136,panasonic_lumixdmc-g6,Panasonic,Panasonic Lumix DMC-G6,Lumix DMC-G6,,,2013,,4608 x 3456,,,,42871,18.31,2,27089,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 160, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,,,5,,,,,,,Yes,,,,,3,"1,036,000",,,,Electronic,,,,,Yes,Yes,60,767011,,,Yes,Yes,,,,,5 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,Lithium-Ion rechargeable battery,,,340,122.45 x 84.6 x 71.4,,,,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-G6,
Q17049196,panasonic_dmcgf6,Panasonic,Panasonic Lumix DMC-GF6,Lumix DMC-GF6,,2013-04-09T00:00:00Z,2013,Rangefinder-style mirrorless,,4592 x 3448,,"1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,Venus Engine FHD,"Auto, 160, 200, 400, 800, 1600, 3200, 6400, 12800, (25600 with boost)",,25600,Yes ,5,2,Unknown,RAW,"Fine, Standard",Contrast Detect (sensor)Multi-areaSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,0,Micro Four Thirds,2,Tilting,3,1040000,Yes,TFT Color LCD with wide-viewing angle,Yes,None,,0,60,767011,Yes,Yes,,,Yes,Yes,Yes,,"Auto, On, Off, Red-Eye, Slow Sync",42770,"Yes (2 or 10 sec, 10 sec (3 images))",,±3 (at 1/3 EV steps),"±2 (3, 5 frames at 1/3 EV, 2/3 EV steps)",Yes (3 frames in either blue/amber or magenta/green axis),Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,No,No,Battery Pack,Lithium-Ion rechargeable battery & charger,340,323,111 x 65 x 38,,,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GF6,
Q17049196,panasonic_lumixdmc-gf6,Panasonic,Panasonic Lumix DMC-GF6,Lumix DMC-GF6,,,2013,,4592 x 3448,,,,16,16.68,2,27454,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 160, 200, 400, 800, 1600, 3200, 6400, 12800, (25600 with boost)",,,,5,,,,,,,Yes,,,,,3,"1,040,000",,,,None,,,,,Yes,Yes,60,767011,,,Yes,,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,Li-ion Battery Pack,,,323,111.2 x 64.8 x 38.4,,,,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GF6,
Q17049200,panasonic_dmcgh4,Panasonic,Panasonic Lumix DMC-GH4,Lumix DMC-GH4,,2014-02-07T00:00:00Z,2014,SLR-style mirrorless,,4608 x 3456,"4608 x 3072, 4608 x 2592, 3456 x 3456, 3264 x 2448, 3264 x 2176, 2448 x 2448, 2336 x 1752, 2356 x 1560, 1920 x 1080, 1744 x 1744, 1824 x 1368, 1824 x 1216, 1824 x 1024, 1712 x 1712","1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,Venus Engine IX,"Auto, 200-25600",100,0,Yes ,5,4,No,RAW,"Fine, standard",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,"Yes (2x, 4x)",Yes,49,Micro Four Thirds,2,Fully articulated,3,1036000,Yes,OLED,Yes,Electronic,1,0.67,60,2227981,Yes,Yes,,,Yes,No,Yes,Yes (via hotshoe or PC sync),"Auto, auto/redeye reduction, forced on, forced on/redeye reduction, slow sync, slow sync/redeye reduction, forced off",12,Yes (2 or 10 secs (single or three-shot)),,±5 (at 1/3 EV steps),"±3 (3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (3 exposures in blue/amber or magenta/green axis),Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes (via DMW-RSL1 wired remote),Yes,Battery Pack,DMW-BLF19 lithium-ion battery and charger,500,560,133 x 93 x 84,Yes,Yes,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GH4,
Q17049200,panasonic_lumixdmc-gh4,Panasonic,Panasonic Lumix DMC-GH4,Lumix DMC-GH4,,,2014,,4608 x 3456,,,,42871,17.2,2,27089,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200-25600",,,,5,,,,,,,Yes,,,,,3,"1,036,000",,,,Electronic,,,,,Yes,Yes,60,2227981,,,Yes,Yes,,,,,5 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,4096x2160 (24p),Yes,,,Li-ion Battery Pack,,,560,132.9 x 93.4 x 83.9,,,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GH4,
Q17049239,panasonic_dmcgm1,Panasonic,Panasonic Lumix DMC-GM1,Lumix DMC-GM1,,2013-10-17T00:00:00Z,2013,Rangefinder-style mirrorless,,4592 x 3448,,"1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,,"Auto, 200-25600",125,0,Yes ,5,2,Unknown,RAW,"Fine, Standard",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,,Yes,23,Micro Four Thirds,2,Fixed,3,1036000,Yes,TFT Color LCD with wide-viewing angle,Yes,None,,0,60,1/500,Yes,Yes,,,Yes,Yes,Yes,No,"Auto, On, Off, Red-Eye, Slow Sync",5,"Yes (2 or 10 sec, 10 sec (3 images))",,±5 (at 1/3 EV steps),"±3 (3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (3 frames in either blue/amber or magenta/green axis),Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,No,No,Battery Pack,Lithium-Ion rechargeable battery & charger,230,204,99 x 55 x 30,,,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GM1,https://upload.wikimedia.org/wikipedia/commons/0/05/Panasonic_Lumix_GM1.jpg
Q17049239,panasonic_lumixdmc-gm1,Panasonic,Panasonic Lumix DMC-GM1,Lumix DMC-GM1,,,2013,,4592 x 3448,,,,16,16.84,2,27454,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 125, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,,,6,,,,,,,Yes,,,,,3,"1,036,000",,,,None,,,,,Yes,Yes,60,1/16000,,,Yes,No,,,,,5 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,Li-ion Battery Pack,,,204,98.5 x 54.9 x 30.4,,,,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GM1,https://upload.wikimedia.org/wikipedia/commons/0/05/Panasonic_Lumix_GM1.jpg
Q17049295,panasonic_dmcgx7,Panasonic,Panasonic Lumix DMC-GX7,Lumix DMC-GX7,,2013-08-01T00:00:00Z,2013,Rangefinder-style mirrorless,,4592 x 3448,"4592 x 3064, 4592 x 3064, 4592 x 2584, 3424 x 3424, 3232 x 2424, 3232 x 2160, 3232 x 1824, 2416 x 2416, 2272 x 1704, 2272 x 1520, 1920 x 1080, 1712 x 1712","1:1, 4:3, 3:2, 16:9",16,,,,Four Thirds ,17.3 x 13,17,,,CMOS,Venus Engine,"Auto, 125, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",125,0,Yes ,6,2,Sensor-shift,RAW,"Fine, Standard",Contrast Detect (sensor)Multi-areaCenterSelective single-pointTrackingSingleContinuousTouchFace DetectionLive View,"Yes (2X, 4X)",Yes,23,Micro Four Thirds,2,Tilting,3,1040000,Yes,LCD,Yes,Electronic,1,14246,60,2227981,Yes,Yes,,,Yes,Yes,Yes,Yes (via hot-shoe),"Auto, Auto & Red-eye reduction, Fill-in flash, Slow sync, Slow sync w/red-eye reduction, off",5,"Yes (2 or 10 secs, 10 secs w/ 3 shots)",,±5 (at 1/3 EV steps),"±3 (3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (3 exposures in blue/amber or magneta/green axis),Stereo,SD/SDHC/SDXC card,,USB 2.0,Yes,,,,Yes,No,Battery Pack,Lithium-ion rechargeable,350,402,123 x 71 x 55,Yes,,No,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GX7,https://upload.wikimedia.org/wikipedia/commons/8/86/Lumix_GX7.jpg
Q17049295,panasonic_lumixdmc-gx7,Panasonic,Panasonic Lumix DMC-GX7,Lumix DMC-GX7,,,2013,,4592 x 3448,,,,16,16.84,2,27454,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 125, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,,,6,,,,,,,Yes,,,,,3,"1,040,000",,,,Electronic,,,,,Yes,Yes,60,2227981,,,Yes,Yes,,,,,5 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,Li-ion Battery Pack,,,402,122.60 x 70.7 x 54.6,,,,https://en.wikipedia.org/wiki/Panasonic_Lumix_DMC-GX7,https://upload.wikimedia.org/wikipedia/commons/8/86/Lumix_GX7.jpg
panasonic_lumixdmc-gx7markii,panasonic_lumixdmc-gx7markii,Panasonic,Panasonic Lumix DMC-GX7 Mark II,Lumix DMC-GX7 Mark II,,,2016,,4592 x 3448,,,,16,16.84,2,27454,,Four Thirds (17.3 x 13 mm),,13.00,17.30,CMOS,,"Auto, 200-25600 (extends to 100)",,,,5,,,,,,,Yes,,,,,3,"1,040,000",,,,Electronic,,,,,Yes,Yes,60,767011,,,Yes,Yes,,,,,5 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,3840x2160 (30p/24p),Yes,,,Lithium-ion battery,,,426,122 x 70.6 x 43.9,,,No,,
Q17063324,samsung_nx1000,Samsung,Samsung NX1000,NX1000,,2012-04-19T00:00:00Z,2012,Rangefinder-style mirrorless,5472 x 3648,5472 x 3648,"5472 x 3080, 3888 x 2592, 3712 x 2088, 3648 x 3648, 2976 x 1984, 2944 x 1656, 2736 x 1824, 2640 x 2640, 2000 x 2000, 1920 x 1080, 1728 x 1152, 1024 x 1024","1:1, 3:2, 16:9",20,21.6,19360,46113,APS-C ,23.5 x 15.7,22,15.70,23.50,CMOS,,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800",,0,Yes ,8,1,No,RAW,"Normal, Fine, Superfine",Contrast Detect (sensor)Multi-areaSelective single-pointSingleContinuousFace DetectionLive View,"Yes (1.2x, 1.4, 1.7, 2.0 Intelli-Zoom)",Yes,15,Samsung NX,42856,Fixed,3,921000,No,TFT LCD,Yes,None,,0,30,767011,Yes,Yes,30,767011,Yes,Yes,No,"Yes (Hot-shoe, SEF8A)","Auto, On, Off, Red-eye, Fill-in, 1st/2nd Curtain, Smart Flash, Manual",8,Yes (2 sec to 30 sec),,"±3 (at 1/3 EV, 1/2 EV steps)","±3 (3 frames at 1/3 EV, 1/2 EV steps)",Yes (3 frames from +/-1 to +/-3 in either blue/amber or magenta/green axis),Stereo,SD/SDHC/SDXC,None,USB 2.0,Yes,Yes,1920x1080 (30p),Yes,Yes (Optional SR2NX02),,Battery Pack,Lithium-Ion BC1030 battery & charger,320,222,114 x 63 x 37,Yes,,Optional,https://en.wikipedia.org/wiki/Samsung_NX1000,https://upload.wikimedia.org/wikipedia/commons/7/7b/Samsung_NX1000.jpeg
Q17280707,nikon_d810,Nikon,Nikon D810,D810,,2014-06-26T00:00:00Z,2014,Mid-size SLR,7360 x 4912,7360 x 4912,"FX: 5520 x 3680, 3680 x 2456; 1.2: 6144 x 4080, 4608 x 3056, 3072 x 2040; 5:4: 6144 x 4912, 4608 x 3680, 3072 x 2456; DX: 4800 x 3200, 3600 x 2400,  2400 x 1600","0,211149306",36,37.09,1,31868,Full frame ,35.9 x 24,37,24.00,35.90,CMOS,EXPEED 4,"Auto, 64-12800",32,51200,Yes ,12,6,No,RAW + TIFF,"Fine, normal, basic",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,51,Nikon F,1,Fixed,42769,1229000,No,TFT-LCD (WRGB),Yes,Optical (tunnel),1,0.7,30,2227981,Yes,Yes,30,2227981,Yes,No,Yes,"Yes (via hot shoe, flash sync terminal, wireless)","Front-curtain sync, slow sync, rear-curtain sync, redeye reduction, redeye reduction w/slow sync, slow rear-curtain sync",5,"Yes (2, 5, 10, 20 secs for up to 9 shots)","Multi, Center-weighted, Highlight-weighted, Spot","±5 (at 1/3 EV, 1/2 EV, 1 EV steps)","±5 (2, 3, 5, 7 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (2-9 exposures in 1-3 increments),Stereo,"SD/SDHC/SDXC, CompactFlash (UDMA compliant)",,USB 3.0,Yes,Yes,1920x1080 (60p/50p/30p/25p/24p),No,Yes,Yes,Battery Pack,EN-EL15 lithium-ion battery & charger,1200,980,146 x 123 x 82,,,Optional,https://en.wikipedia.org/wiki/Nikon_D810,https://upload.wikimedia.org/wikipedia/commons/a/a0/Nikon_D810_-_Crop_-_White_background.jpg
